ID,Prob1
36661, 0.58
36662, 0.59
36663, 0.47
36664, 0.52
36665, 0.64
36666, 0.35
36667, 0.30
36668, 0.72
36669, 0.75
36670, 0.92
36671, 0.14
36672, 0.70
36673, 0.89
36674, 0.48
36675, 0.90
36676, 0.14
36677, 0.99
36678, 0.46
36679, 0.89
36680, 0.73
36681, 0.76
36682, 0.03
36683, 0.15
36684, 0.85
36685, 0.00
36686, 0.34
36687, 0.99
36688, 0.61
36689, 0.75
36690, 0.63
36691, 0.00
36692, 0.00
36693, 0.30
36694, 0.91
36695, 0.92
36696, 0.38
36697, 0.74
36698, 0.05
36699, 0.07
36700, 0.59
36701, 0.73
36702, 0.01
36703, 0.62
36704, 0.67
36705, 0.81
36706, 0.49
36707, 0.32
36708, 0.77
36709, 0.02
36710, 0.71
36711, 0.69
36712, 0.02
36713, 0.03
36714, 0.73
36715, 0.65
36716, 0.37
36717, 0.84
36718, 0.01
36719, 0.19
36720, 0.66
36721, 0.76
36722, 0.20
36723, 0.00
36724, 0.69
36725, 0.79
36726, 0.63
36727, 0.13
36728, 0.93
36729, 0.01
36730, 0.03
36731, 0.00
36732, 0.47
36733, 0.64
36734, 0.09
36735, 0.06
36736, 0.01
36737, 0.01
36738, 0.93
36739, 0.49
36740, 0.09
36741, 0.36
36742, 0.87
36743, 0.85
36744, 0.06
36745, 0.94
36746, 0.95
36747, 0.61
36748, 0.00
36749, 0.36
36750, 0.95
36751, 0.15
36752, 0.01
36753, 0.36
36754, 0.17
36755, 0.40
36756, 0.04
36757, 0.43
36758, 0.46
36759, 0.04
36760, 0.55
36761, 0.85
36762, 0.96
36763, 0.04
36764, 0.21
36765, 0.93
36766, 0.01
36767, 0.03
36768, 0.99
36769, 0.38
36770, 0.00
36771, 0.97
36772, 0.21
36773, 0.00
36774, 0.00
36775, 0.35
36776, 0.73
36777, 0.64
36778, 0.81
36779, 0.48
36780, 0.00
36781, 0.57
36782, 0.02
36783, 0.08
36784, 0.12
36785, 0.93
36786, 0.49
36787, 0.19
36788, 0.95
36789, 0.61
36790, 0.07
36791, 0.06
36792, 0.99
36793, 0.45
36794, 0.67
36795, 0.89
36796, 0.38
36797, 0.54
36798, 0.96
36799, 0.94
36800, 0.96
36801, 0.56
36802, 0.00
36803, 0.00
36804, 0.30
36805, 0.01
36806, 0.54
36807, 0.32
36808, 0.78
36809, 0.11
36810, 0.07
36811, 0.68
36812, 0.51
36813, 0.04
36814, 0.17
36815, 0.64
36816, 0.99
36817, 0.04
36818, 0.15
36819, 0.29
36820, 0.65
36821, 0.01
36822, 0.18
36823, 0.67
36824, 0.31
36825, 0.52
36826, 0.01
36827, 0.28
36828, 0.02
36829, 0.99
36830, 0.53
36831, 0.37
36832, 0.72
36833, 0.29
36834, 0.78
36835, 0.80
36836, 0.01
36837, 0.26
36838, 0.37
36839, 0.80
36840, 0.11
36841, 0.66
36842, 0.73
36843, 0.51
36844, 0.58
36845, 0.31
36846, 0.66
36847, 0.48
36848, 0.65
36849, 0.52
36850, 0.67
36851, 0.85
36852, 0.20
36853, 0.02
36854, 0.24
36855, 0.08
36856, 0.95
36857, 0.00
36858, 0.09
36859, 0.37
36860, 0.00
36861, 0.00
36862, 0.54
36863, 0.13
36864, 0.01
36865, 0.60
36866, 0.54
36867, 0.32
36868, 0.75
36869, 0.66
36870, 0.08
36871, 0.18
36872, 0.72
36873, 0.09
36874, 0.56
36875, 0.24
36876, 0.16
36877, 0.04
36878, 0.02
36879, 0.97
36880, 0.00
36881, 0.35
36882, 0.96
36883, 0.63
36884, 0.91
36885, 0.00
36886, 0.02
36887, 0.88
36888, 0.19
36889, 0.42
36890, 0.46
36891, 0.18
36892, 0.80
36893, 0.41
36894, 0.33
36895, 0.75
36896, 0.72
36897, 0.89
36898, 0.91
36899, 0.25
36900, 0.94
36901, 0.68
36902, 0.05
36903, 0.79
36904, 0.21
36905, 0.46
36906, 0.83
36907, 0.76
36908, 0.70
36909, 0.01
36910, 0.89
36911, 0.02
36912, 0.00
36913, 0.70
36914, 0.24
36915, 0.92
36916, 0.06
36917, 0.21
36918, 0.47
36919, 0.92
36920, 0.08
36921, 0.40
36922, 0.79
36923, 0.90
36924, 0.00
36925, 0.52
36926, 0.77
36927, 0.94
36928, 0.08
36929, 0.04
36930, 0.56
36931, 0.00
36932, 0.99
36933, 0.13
36934, 0.34
36935, 0.00
36936, 0.00
36937, 0.46
36938, 0.02
36939, 0.92
36940, 0.16
36941, 0.89
36942, 0.02
36943, 0.77
36944, 0.48
36945, 0.00
36946, 0.47
36947, 0.74
36948, 0.87
36949, 0.53
36950, 0.98
36951, 0.54
36952, 0.45
36953, 0.00
36954, 0.46
36955, 0.11
36956, 0.41
36957, 0.44
36958, 0.00
36959, 0.44
36960, 0.21
36961, 0.02
36962, 0.01
36963, 0.80
36964, 0.56
36965, 0.36
36966, 0.48
36967, 0.37
36968, 0.04
36969, 0.25
36970, 0.85
36971, 0.32
36972, 0.00
36973, 0.86
36974, 0.94
36975, 0.42
36976, 0.01
36977, 0.70
36978, 0.62
36979, 0.14
36980, 0.67
36981, 0.01
36982, 0.02
36983, 0.61
36984, 0.00
36985, 0.83
36986, 0.01
36987, 0.85
36988, 0.44
36989, 0.39
36990, 0.38
36991, 0.72
36992, 0.09
36993, 0.09
36994, 0.00
36995, 0.02
36996, 0.06
36997, 0.99
36998, 0.88
36999, 0.60
37000, 0.47
37001, 0.20
37002, 0.82
37003, 0.46
37004, 0.97
37005, 0.81
37006, 0.99
37007, 0.88
37008, 0.57
37009, 0.16
37010, 0.88
37011, 0.00
37012, 0.07
37013, 0.32
37014, 0.94
37015, 0.45
37016, 0.01
37017, 0.94
37018, 0.18
37019, 0.44
37020, 0.09
37021, 0.29
37022, 0.00
37023, 0.05
37024, 0.06
37025, 0.65
37026, 0.21
37027, 0.89
37028, 0.92
37029, 0.71
37030, 0.73
37031, 0.11
37032, 0.00
37033, 0.40
37034, 0.02
37035, 0.18
37036, 0.89
37037, 0.39
37038, 0.53
37039, 0.11
37040, 0.00
37041, 0.47
37042, 0.75
37043, 0.95
37044, 0.54
37045, 0.00
37046, 0.32
37047, 0.27
37048, 0.00
37049, 0.57
37050, 0.96
37051, 0.74
37052, 0.04
37053, 0.57
37054, 0.89
37055, 0.84
37056, 0.06
37057, 0.11
37058, 0.45
37059, 0.89
37060, 0.12
37061, 0.01
37062, 0.57
37063, 0.13
37064, 0.70
37065, 0.84
37066, 0.18
37067, 0.99
37068, 0.25
37069, 0.98
37070, 0.10
37071, 0.96
37072, 0.97
37073, 0.85
37074, 0.99
37075, 0.78
37076, 0.85
37077, 0.07
37078, 0.11
37079, 0.09
37080, 0.65
37081, 0.35
37082, 0.13
37083, 0.56
37084, 0.44
37085, 0.30
37086, 0.70
37087, 0.00
37088, 0.44
37089, 0.30
37090, 0.81
37091, 0.38
37092, 0.14
37093, 0.27
37094, 0.80
37095, 0.47
37096, 0.46
37097, 0.27
37098, 0.44
37099, 0.23
37100, 0.47
37101, 0.34
37102, 0.50
37103, 0.33
37104, 0.84
37105, 0.69
37106, 0.76
37107, 0.04
37108, 0.41
37109, 0.16
37110, 0.94
37111, 0.39
37112, 0.06
37113, 0.91
37114, 0.69
37115, 0.45
37116, 0.00
37117, 0.22
37118, 0.05
37119, 0.63
37120, 0.06
37121, 0.83
37122, 0.51
37123, 0.70
37124, 0.17
37125, 0.37
37126, 0.59
37127, 0.04
37128, 0.09
37129, 0.17
37130, 0.52
37131, 0.29
37132, 0.57
37133, 0.51
37134, 0.03
37135, 0.00
37136, 0.71
37137, 0.10
37138, 0.60
37139, 0.92
37140, 0.05
37141, 0.01
37142, 0.72
37143, 0.54
37144, 0.71
37145, 0.87
37146, 0.00
37147, 0.65
37148, 0.16
37149, 0.09
37150, 0.00
37151, 0.31
37152, 0.70
37153, 0.00
37154, 0.95
37155, 0.24
37156, 0.38
37157, 0.40
37158, 0.62
37159, 0.07
37160, 0.77
37161, 0.56
37162, 0.00
37163, 0.65
37164, 0.44
37165, 0.84
37166, 0.33
37167, 0.03
37168, 0.69
37169, 0.51
37170, 0.00
37171, 0.76
37172, 0.94
37173, 0.86
37174, 0.46
37175, 0.27
37176, 0.46
37177, 0.06
37178, 0.42
37179, 0.52
37180, 0.50
37181, 0.97
37182, 0.97
37183, 0.25
37184, 0.26
37185, 0.38
37186, 0.67
37187, 0.95
37188, 0.21
37189, 0.01
37190, 0.77
37191, 1.00
37192, 0.47
37193, 0.09
37194, 0.01
37195, 0.23
37196, 0.74
37197, 0.05
37198, 0.49
37199, 0.70
37200, 0.19
37201, 0.34
37202, 0.99
37203, 0.70
37204, 0.14
37205, 0.20
37206, 0.15
37207, 0.99
37208, 0.94
37209, 0.00
37210, 0.83
37211, 0.95
37212, 0.47
37213, 0.70
37214, 0.00
37215, 0.15
37216, 0.00
37217, 0.43
37218, 0.44
37219, 0.01
37220, 0.18
37221, 0.51
37222, 0.03
37223, 0.05
37224, 0.72
37225, 0.56
37226, 0.08
37227, 0.35
37228, 0.11
37229, 0.25
37230, 0.30
37231, 0.66
37232, 0.81
37233, 0.89
37234, 0.11
37235, 0.22
37236, 0.25
37237, 0.06
37238, 0.07
37239, 0.02
37240, 0.47
37241, 0.67
37242, 0.92
37243, 0.15
37244, 0.00
37245, 0.71
37246, 0.58
37247, 0.73
37248, 0.33
37249, 0.56
37250, 0.61
37251, 0.31
37252, 0.67
37253, 0.00
37254, 0.14
37255, 0.01
37256, 0.02
37257, 0.29
37258, 0.34
37259, 0.73
37260, 0.03
37261, 0.09
37262, 0.54
37263, 0.59
37264, 0.84
37265, 0.80
37266, 0.65
37267, 0.74
37268, 0.76
37269, 0.29
37270, 0.01
37271, 0.52
37272, 0.67
37273, 0.69
37274, 0.32
37275, 0.36
37276, 0.66
37277, 0.00
37278, 0.93
37279, 0.97
37280, 0.90
37281, 0.49
37282, 0.21
37283, 0.06
37284, 0.38
37285, 0.00
37286, 0.50
37287, 0.87
37288, 0.41
37289, 0.00
37290, 0.58
37291, 0.01
37292, 0.56
37293, 0.58
37294, 0.43
37295, 0.95
37296, 0.62
37297, 0.04
37298, 0.27
37299, 0.86
37300, 0.16
37301, 0.78
37302, 0.00
37303, 0.18
37304, 0.91
37305, 0.04
37306, 0.37
37307, 0.24
37308, 0.01
37309, 0.43
37310, 0.38
37311, 0.28
37312, 0.26
37313, 0.02
37314, 0.39
37315, 0.71
37316, 0.42
37317, 0.00
37318, 0.13
37319, 0.30
37320, 0.49
37321, 0.64
37322, 0.65
37323, 0.60
37324, 0.10
37325, 0.58
37326, 0.01
37327, 0.50
37328, 0.24
37329, 0.46
37330, 0.40
37331, 0.47
37332, 0.91
37333, 0.37
37334, 0.81
37335, 0.93
37336, 0.00
37337, 0.32
37338, 1.00
37339, 0.95
37340, 0.41
37341, 0.52
37342, 0.65
37343, 0.00
37344, 0.48
37345, 0.75
37346, 0.01
37347, 0.01
37348, 0.05
37349, 0.00
37350, 0.02
37351, 0.71
37352, 0.60
37353, 0.60
37354, 0.47
37355, 0.00
37356, 0.46
37357, 0.07
37358, 0.00
37359, 0.70
37360, 0.19
37361, 0.00
37362, 0.00
37363, 0.28
37364, 0.00
37365, 0.53
37366, 0.95
37367, 0.43
37368, 0.49
37369, 0.42
37370, 0.23
37371, 0.08
37372, 0.00
37373, 0.60
37374, 0.08
37375, 0.35
37376, 0.00
37377, 0.99
37378, 0.06
37379, 0.90
37380, 0.14
37381, 0.00
37382, 0.00
37383, 0.86
37384, 0.72
37385, 0.99
37386, 0.02
37387, 0.44
37388, 0.29
37389, 0.90
37390, 0.48
37391, 0.13
37392, 0.95
37393, 0.26
37394, 0.97
37395, 0.05
37396, 0.02
37397, 1.00
37398, 0.10
37399, 0.59
37400, 0.25
37401, 0.06
37402, 0.71
37403, 0.00
37404, 0.62
37405, 0.50
37406, 0.27
37407, 0.27
37408, 0.86
37409, 0.13
37410, 0.05
37411, 0.81
37412, 0.97
37413, 0.63
37414, 0.18
37415, 0.00
37416, 0.00
37417, 0.37
37418, 0.97
37419, 0.00
37420, 0.46
37421, 0.01
37422, 0.03
37423, 0.26
37424, 0.87
37425, 0.00
37426, 0.71
37427, 0.80
37428, 0.00
37429, 0.58
37430, 0.61
37431, 0.79
37432, 0.07
37433, 0.96
37434, 0.80
37435, 0.26
37436, 0.15
37437, 0.97
37438, 0.87
37439, 0.00
37440, 0.01
37441, 0.85
37442, 0.82
37443, 0.51
37444, 0.12
37445, 0.53
37446, 0.01
37447, 0.00
37448, 0.38
37449, 0.33
37450, 0.89
37451, 0.71
37452, 0.95
37453, 0.10
37454, 0.69
37455, 0.54
37456, 0.17
37457, 0.01
37458, 0.54
37459, 0.00
37460, 0.39
37461, 0.00
37462, 0.01
37463, 0.72
37464, 0.65
37465, 0.50
37466, 0.90
37467, 0.91
37468, 0.69
37469, 0.94
37470, 0.11
37471, 0.91
37472, 0.52
37473, 0.91
37474, 0.00
37475, 0.37
37476, 0.84
37477, 0.56
37478, 0.19
37479, 0.54
37480, 0.00
37481, 0.28
37482, 0.53
37483, 0.84
37484, 0.63
37485, 0.78
37486, 0.20
37487, 0.22
37488, 0.02
37489, 0.32
37490, 0.81
37491, 0.21
37492, 0.92
37493, 0.49
37494, 0.53
37495, 0.91
37496, 0.80
37497, 0.47
37498, 0.01
37499, 0.02
37500, 0.50
37501, 0.03
37502, 0.30
37503, 0.00
37504, 0.39
37505, 0.60
37506, 0.99
37507, 0.54
37508, 0.30
37509, 0.87
37510, 0.61
37511, 0.72
37512, 0.08
37513, 0.00
37514, 0.46
37515, 0.33
37516, 0.02
37517, 0.13
37518, 0.92
37519, 0.72
37520, 0.41
37521, 0.99
37522, 0.35
37523, 0.04
37524, 0.00
37525, 0.02
37526, 0.75
37527, 0.21
37528, 0.93
37529, 0.71
37530, 0.97
37531, 0.30
37532, 0.01
37533, 0.73
37534, 0.56
37535, 0.52
37536, 0.50
37537, 0.02
37538, 0.51
37539, 0.05
37540, 0.04
37541, 0.77
37542, 0.01
37543, 0.09
37544, 0.52
37545, 0.59
37546, 0.65
37547, 0.74
37548, 0.08
37549, 0.36
37550, 0.15
37551, 0.43
37552, 0.19
37553, 0.51
37554, 0.14
37555, 0.01
37556, 0.02
37557, 0.10
37558, 0.07
37559, 0.41
37560, 0.53
37561, 0.52
37562, 0.02
37563, 0.88
37564, 0.71
37565, 0.50
37566, 0.79
37567, 0.57
37568, 0.04
37569, 0.54
37570, 0.54
37571, 0.02
37572, 0.00
37573, 0.03
37574, 0.37
37575, 0.73
37576, 0.95
37577, 0.12
37578, 0.40
37579, 0.02
37580, 0.40
37581, 0.04
37582, 0.42
37583, 0.32
37584, 0.86
37585, 0.48
37586, 0.99
37587, 0.06
37588, 0.36
37589, 0.82
37590, 0.01
37591, 0.00
37592, 0.54
37593, 0.48
37594, 0.15
37595, 0.06
37596, 0.02
37597, 0.00
37598, 0.00
37599, 0.96
37600, 0.01
37601, 0.81
37602, 0.00
37603, 0.78
37604, 0.69
37605, 0.65
37606, 0.98
37607, 0.66
37608, 0.02
37609, 0.15
37610, 0.26
37611, 0.93
37612, 0.36
37613, 0.78
37614, 0.27
37615, 1.00
37616, 0.28
37617, 0.00
37618, 0.28
37619, 0.92
37620, 0.03
37621, 0.51
37622, 0.73
37623, 0.83
37624, 0.57
37625, 0.76
37626, 0.33
37627, 0.27
37628, 0.49
37629, 0.70
37630, 0.72
37631, 0.57
37632, 0.47
37633, 0.00
37634, 0.32
37635, 0.91
37636, 0.03
37637, 0.84
37638, 0.89
37639, 0.82
37640, 0.53
37641, 0.02
37642, 0.99
37643, 0.59
37644, 0.02
37645, 1.00
37646, 0.18
37647, 0.92
37648, 0.01
37649, 0.00
37650, 0.65
37651, 0.03
37652, 0.67
37653, 0.54
37654, 0.65
37655, 0.97
37656, 0.65
37657, 0.00
37658, 0.39
37659, 0.11
37660, 0.63
37661, 0.77
37662, 0.70
37663, 0.52
37664, 0.08
37665, 0.24
37666, 0.83
37667, 0.02
37668, 0.03
37669, 0.54
37670, 0.79
37671, 0.51
37672, 0.00
37673, 0.52
37674, 0.72
37675, 0.73
37676, 0.41
37677, 0.92
37678, 0.00
37679, 0.68
37680, 0.97
37681, 0.00
37682, 0.48
37683, 0.77
37684, 0.59
37685, 0.41
37686, 0.45
37687, 0.38
37688, 0.48
37689, 0.00
37690, 0.13
37691, 0.01
37692, 0.15
37693, 0.50
37694, 0.55
37695, 0.48
37696, 0.05
37697, 0.43
37698, 0.24
37699, 0.40
37700, 0.99
37701, 0.87
37702, 0.97
37703, 0.01
37704, 0.60
37705, 0.63
37706, 0.45
37707, 0.78
37708, 0.75
37709, 1.00
37710, 0.56
37711, 0.34
37712, 0.00
37713, 0.11
37714, 0.73
37715, 0.46
37716, 0.10
37717, 0.10
37718, 0.43
37719, 0.74
37720, 0.78
37721, 0.87
37722, 0.58
37723, 0.85
37724, 0.55
37725, 0.08
37726, 0.43
37727, 0.59
37728, 0.09
37729, 0.91
37730, 0.95
37731, 0.06
37732, 0.27
37733, 0.35
37734, 0.65
37735, 0.23
37736, 0.22
37737, 0.79
37738, 0.54
37739, 0.53
37740, 0.01
37741, 0.91
37742, 0.13
37743, 0.95
37744, 0.68
37745, 0.42
37746, 0.55
37747, 0.00
37748, 0.02
37749, 0.14
37750, 0.56
37751, 0.45
37752, 0.24
37753, 0.91
37754, 0.63
37755, 0.00
37756, 0.88
37757, 0.02
37758, 0.29
37759, 0.13
37760, 0.01
37761, 0.00
37762, 0.91
37763, 0.00
37764, 0.32
37765, 0.13
37766, 0.61
37767, 0.36
37768, 0.82
37769, 0.35
37770, 0.33
37771, 0.66
37772, 0.68
37773, 0.88
37774, 0.41
37775, 0.07
37776, 0.94
37777, 0.57
37778, 0.83
37779, 0.51
37780, 0.65
37781, 0.03
37782, 0.58
37783, 0.08
37784, 0.39
37785, 0.03
37786, 0.69
37787, 0.03
37788, 0.00
37789, 0.34
37790, 0.81
37791, 0.97
37792, 0.02
37793, 0.34
37794, 0.45
37795, 0.33
37796, 0.79
37797, 0.87
37798, 0.33
37799, 0.38
37800, 0.86
37801, 0.99
37802, 0.68
37803, 0.28
37804, 0.48
37805, 0.80
37806, 0.32
37807, 0.22
37808, 0.97
37809, 0.01
37810, 0.45
37811, 0.40
37812, 0.00
37813, 0.86
37814, 0.52
37815, 0.94
37816, 0.99
37817, 0.30
37818, 0.01
37819, 0.22
37820, 0.59
37821, 0.74
37822, 0.10
37823, 0.00
37824, 0.01
37825, 0.81
37826, 0.89
37827, 0.78
37828, 0.03
37829, 0.56
37830, 0.85
37831, 0.11
37832, 0.04
37833, 0.24
37834, 0.00
37835, 0.00
37836, 0.09
37837, 0.02
37838, 0.06
37839, 0.43
37840, 0.63
37841, 0.99
37842, 0.05
37843, 0.22
37844, 0.47
37845, 0.07
37846, 0.76
37847, 0.06
37848, 0.89
37849, 0.00
37850, 0.77
37851, 0.44
37852, 0.89
37853, 0.13
37854, 0.01
37855, 0.80
37856, 0.55
37857, 0.93
37858, 0.61
37859, 0.75
37860, 0.13
37861, 0.33
37862, 0.01
37863, 0.71
37864, 0.44
37865, 0.95
37866, 0.27
37867, 0.33
37868, 0.45
37869, 0.40
37870, 0.52
37871, 0.17
37872, 0.38
37873, 0.13
37874, 0.94
37875, 0.60
37876, 0.98
37877, 0.86
37878, 0.12
37879, 0.83
37880, 0.56
37881, 0.67
37882, 0.00
37883, 0.30
37884, 0.01
37885, 0.97
37886, 0.01
37887, 0.46
37888, 0.34
37889, 1.00
37890, 0.08
37891, 0.85
37892, 0.13
37893, 0.47
37894, 0.13
37895, 0.91
37896, 0.13
37897, 0.02
37898, 0.44
37899, 0.00
37900, 0.57
37901, 0.44
37902, 0.36
37903, 0.98
37904, 0.67
37905, 0.39
37906, 0.60
37907, 0.48
37908, 0.23
37909, 0.48
37910, 0.60
37911, 0.67
37912, 0.09
37913, 0.51
37914, 0.12
37915, 0.81
37916, 0.23
37917, 0.62
37918, 0.41
37919, 0.01
37920, 0.00
37921, 0.50
37922, 0.34
37923, 0.51
37924, 0.39
37925, 0.88
37926, 0.67
37927, 0.39
37928, 0.34
37929, 0.93
37930, 0.00
37931, 0.00
37932, 0.15
37933, 0.61
37934, 0.00
37935, 0.38
37936, 0.45
37937, 0.01
37938, 0.92
37939, 0.02
37940, 0.84
37941, 0.09
37942, 0.93
37943, 0.69
37944, 0.94
37945, 0.21
37946, 0.00
37947, 0.94
37948, 0.79
37949, 0.04
37950, 0.30
37951, 0.74
37952, 0.83
37953, 0.66
37954, 0.78
37955, 0.70
37956, 0.47
37957, 0.55
37958, 0.09
37959, 0.87
37960, 0.71
37961, 0.31
37962, 0.89
37963, 0.30
37964, 0.04
37965, 0.92
37966, 0.79
37967, 0.03
37968, 0.18
37969, 0.02
37970, 0.00
37971, 0.42
37972, 0.62
37973, 0.01
37974, 0.72
37975, 0.37
37976, 0.19
37977, 0.94
37978, 0.02
37979, 0.40
37980, 0.02
37981, 0.67
37982, 0.95
37983, 0.67
37984, 0.00
37985, 0.23
37986, 0.86
37987, 0.07
37988, 0.50
37989, 0.11
37990, 0.13
37991, 0.02
37992, 0.43
37993, 0.85
37994, 0.00
37995, 0.86
37996, 0.00
37997, 0.83
37998, 0.09
37999, 0.32
38000, 0.30
38001, 0.53
38002, 0.60
38003, 0.96
38004, 0.67
38005, 0.63
38006, 0.10
38007, 1.00
38008, 0.64
38009, 0.49
38010, 0.87
38011, 0.01
38012, 0.54
38013, 0.29
38014, 0.70
38015, 0.89
38016, 0.03
38017, 0.38
38018, 0.59
38019, 0.00
38020, 0.06
38021, 0.28
38022, 0.30
38023, 0.93
38024, 0.86
38025, 0.50
38026, 0.15
38027, 0.06
38028, 0.10
38029, 0.67
38030, 0.77
38031, 0.90
38032, 0.64
38033, 0.03
38034, 0.55
38035, 0.37
38036, 0.07
38037, 0.00
38038, 0.25
38039, 0.01
38040, 0.36
38041, 0.75
38042, 0.10
38043, 0.39
38044, 0.16
38045, 0.36
38046, 0.79
38047, 0.32
38048, 0.01
38049, 0.17
38050, 0.00
38051, 0.53
38052, 0.05
38053, 0.27
38054, 0.16
38055, 0.00
38056, 0.74
38057, 0.81
38058, 0.25
38059, 0.00
38060, 0.91
38061, 0.55
38062, 0.74
38063, 0.15
38064, 0.96
38065, 0.07
38066, 0.50
38067, 0.79
38068, 0.83
38069, 0.08
38070, 0.64
38071, 0.10
38072, 0.60
38073, 0.47
38074, 0.09
38075, 0.56
38076, 0.81
38077, 0.31
38078, 0.37
38079, 0.11
38080, 0.16
38081, 0.09
38082, 0.91
38083, 0.42
38084, 0.00
38085, 0.97
38086, 0.31
38087, 0.59
38088, 0.94
38089, 0.01
38090, 0.00
38091, 0.01
38092, 0.03
38093, 0.20
38094, 0.77
38095, 0.38
38096, 0.00
38097, 0.59
38098, 0.51
38099, 0.32
38100, 0.28
38101, 0.03
38102, 0.00
38103, 0.20
38104, 0.29
38105, 0.52
38106, 0.77
38107, 0.50
38108, 0.57
38109, 0.15
38110, 0.00
38111, 0.29
38112, 0.43
38113, 0.01
38114, 0.85
38115, 0.00
38116, 0.11
38117, 0.65
38118, 0.33
38119, 0.64
38120, 0.35
38121, 0.01
38122, 0.00
38123, 0.35
38124, 0.07
38125, 0.93
38126, 0.50
38127, 0.04
38128, 0.40
38129, 0.30
38130, 0.00
38131, 0.24
38132, 0.81
38133, 0.18
38134, 0.07
38135, 0.30
38136, 0.54
38137, 0.65
38138, 0.27
38139, 0.92
38140, 0.17
38141, 0.44
38142, 0.41
38143, 0.72
38144, 0.09
38145, 0.45
38146, 0.30
38147, 0.00
38148, 0.51
38149, 0.36
38150, 0.58
38151, 0.42
38152, 0.79
38153, 0.40
38154, 0.14
38155, 0.57
38156, 0.41
38157, 0.35
38158, 0.79
38159, 0.09
38160, 0.51
38161, 0.59
38162, 0.64
38163, 0.20
38164, 0.79
38165, 0.00
38166, 0.32
38167, 0.99
38168, 0.01
38169, 0.96
38170, 0.00
38171, 0.06
38172, 0.90
38173, 0.03
38174, 0.94
38175, 0.01
38176, 0.35
38177, 0.45
38178, 0.47
38179, 0.06
38180, 0.07
38181, 0.79
38182, 0.49
38183, 0.41
38184, 0.00
38185, 0.00
38186, 0.40
38187, 0.07
38188, 0.01
38189, 0.50
38190, 0.96
38191, 0.46
38192, 0.47
38193, 0.00
38194, 0.90
38195, 0.41
38196, 0.15
38197, 0.00
38198, 0.91
38199, 0.43
38200, 0.87
38201, 0.98
38202, 0.75
38203, 0.40
38204, 0.66
38205, 0.00
38206, 0.99
38207, 0.45
38208, 0.88
38209, 0.68
38210, 0.25
38211, 0.07
38212, 0.05
38213, 0.44
38214, 0.89
38215, 0.53
38216, 0.00
38217, 0.13
38218, 0.35
38219, 0.57
38220, 0.70
38221, 0.73
38222, 0.87
38223, 0.35
38224, 0.03
38225, 0.25
38226, 0.71
38227, 0.81
38228, 0.06
38229, 0.51
38230, 0.63
38231, 0.52
38232, 0.54
38233, 0.51
38234, 0.04
38235, 0.53
38236, 0.44
38237, 0.20
38238, 0.51
38239, 0.00
38240, 0.92
38241, 0.01
38242, 0.00
38243, 0.80
38244, 0.00
38245, 0.77
38246, 0.00
38247, 0.73
38248, 0.59
38249, 0.75
38250, 0.87
38251, 0.74
38252, 0.37
38253, 0.07
38254, 0.18
38255, 0.20
38256, 0.07
38257, 0.27
38258, 0.64
38259, 0.20
38260, 0.96
38261, 0.98
38262, 0.17
38263, 0.12
38264, 0.09
38265, 0.59
38266, 0.56
38267, 0.16
38268, 0.47
38269, 0.96
38270, 0.28
38271, 0.98
38272, 0.05
38273, 0.68
38274, 0.72
38275, 0.66
38276, 0.55
38277, 0.24
38278, 0.03
38279, 0.00
38280, 0.66
38281, 0.76
38282, 0.84
38283, 0.69
38284, 0.44
38285, 0.58
38286, 0.70
38287, 0.02
38288, 0.26
38289, 0.75
38290, 0.32
38291, 0.34
38292, 0.38
38293, 0.78
38294, 0.61
38295, 0.88
38296, 0.34
38297, 0.07
38298, 0.41
38299, 0.23
38300, 0.86
38301, 0.70
38302, 0.44
38303, 0.77
38304, 0.04
38305, 0.12
38306, 0.81
38307, 0.31
38308, 0.65
38309, 0.98
38310, 0.03
38311, 0.01
38312, 0.78
38313, 0.15
38314, 0.14
38315, 0.06
38316, 0.79
38317, 0.06
38318, 0.70
38319, 0.42
38320, 0.01
38321, 0.49
38322, 0.59
38323, 0.49
38324, 0.00
38325, 0.01
38326, 0.35
38327, 0.83
38328, 0.56
38329, 0.16
38330, 0.66
38331, 0.79
38332, 0.96
38333, 0.99
38334, 0.56
38335, 0.56
38336, 0.00
38337, 0.00
38338, 0.00
38339, 0.65
38340, 0.00
38341, 0.60
38342, 0.25
38343, 0.01
38344, 0.67
38345, 0.38
38346, 0.57
38347, 0.91
38348, 0.04
38349, 0.27
38350, 0.01
38351, 0.51
38352, 0.90
38353, 0.00
38354, 0.77
38355, 0.12
38356, 0.23
38357, 0.07
38358, 0.39
38359, 0.44
38360, 0.86
38361, 0.34
38362, 0.00
38363, 0.63
38364, 0.10
38365, 0.53
38366, 0.46
38367, 0.67
38368, 0.89
38369, 0.26
38370, 0.22
38371, 0.00
38372, 0.96
38373, 0.63
38374, 0.06
38375, 0.12
38376, 0.88
38377, 0.01
38378, 0.02
38379, 0.00
38380, 0.55
38381, 0.05
38382, 0.20
38383, 0.97
38384, 0.82
38385, 0.45
38386, 0.82
38387, 0.45
38388, 0.05
38389, 0.25
38390, 0.31
38391, 0.26
38392, 0.95
38393, 0.29
38394, 0.84
38395, 0.45
38396, 0.03
38397, 0.46
38398, 0.71
38399, 0.94
38400, 0.61
38401, 0.80
38402, 0.41
38403, 0.93
38404, 0.02
38405, 0.94
38406, 0.81
38407, 0.74
38408, 0.84
38409, 0.00
